mean_freq,min_freq,max_freq,count_freq,count_proj,band_min,band_max,band_mode,width
188.465,168.795,204.47,37,3,5,5,5.0,35.67500000000001
239.68144,216.38,274.755,250,24,6,6,6.0,58.375
338.83069620253167,278.6,365.37,237,26,7,7,7.0,86.76999999999998
490.955,489.735,492.175,8,1,8,8,8.0,2.4399999999999977
478.6458333333333,477.68,479.61,6,1,8,8,8.0,1.9300000000000068
263.50666666666666,164.175,461.05,3,2,5,8,6.0,296.875
248.03,247.005,249.055,2,1,6,6,6.0,2.0500000000000114
232.975,231.505,234.445,2,1,6,6,6.0,2.9399999999999977
199.55,198.605,200.495,2,1,5,5,5.0,1.8900000000000148
187.55,186.605,188.495,2,1,5,5,5.0,1.8900000000000148
175.48000000000002,174.875,176.085,2,1,5,5,5.0,1.210000000000008
290.754,288.135,293.91,10,3,7,7,7.0,5.775000000000034
338.506,314.115,355.205,5,3,7,7,7.0,41.089999999999975
39.58875,36.08,43.105,8,1,1,1,1.0,7.024999999999999
98.86653846153847,89.94,105.94,13,2,3,3,3.0,16.0
325.81652777777776,277.45,345.84,36,9,7,7,7.0,68.38999999999999
170.695,169.695,171.695,2,1,5,5,5.0,2.0
307.0175,306.08,307.955,2,1,7,7,7.0,1.875
370.51874999999995,367.51,372.715,4,2,7,7,7.0,5.204999999999984
145.36,144.44,146.28,2,1,4,4,4.0,1.8400000000000034
182.9,182.495,183.305,2,1,5,5,5.0,0.8100000000000023
266.59499999999997,265.29,267.555,5,1,6,6,6.0,2.2649999999999864
155.229375,153.135,157.83,8,3,4,4,4.0,4.695000000000022
98.84679775280898,85.895,115.275,178,30,3,3,3.0,29.38000000000001
226.07943493150688,213.345,261.24,292,37,6,6,6.0,47.89500000000001
337.0242523364486,278.175,360.215,107,23,7,7,7.0,82.03999999999996
491.73857142857145,491.685,491.785,7,1,8,8,8.0,0.10000000000002274
185.99,179.205,192.635,4,1,5,5,5.0,13.429999999999978
133.17,133.17,133.17,1,1,4,4,4.0,0.0
101.54283333333333,88.56,115.29,30,6,3,3,3.0,26.730000000000004
230.98725,216.11,267.55,80,11,6,6,6.0,51.44
328.25063829787234,277.445,356.735,94,9,7,7,7.0,79.29000000000002
432.58214285714286,388.605,465.815,7,1,8,8,8.0,77.20999999999998
711.15,708.92,713.38,2,1,9,9,9.0,4.460000000000036
391.365,390.62,392.11,2,1,8,8,8.0,1.490000000000009
403.605,402.61,404.6,2,1,8,8,8.0,1.990000000000009
676.8785714285714,673.975,681.95,7,3,9,9,9.0,7.975000000000023
372.5425,372.535,372.55,2,1,7,7,7.0,0.014999999999986358
194.71954545454545,190.935,197.5,11,3,5,5,5.0,6.564999999999998
456.63750000000005,455.985,457.29,2,2,8,8,8.0,1.3050000000000068
99.27390109890109,85.16,114.845,182,32,3,3,3.0,29.685000000000002
145.74818548387097,130.885,162.005,124,21,4,4,4.0,31.120000000000005
191.6490909090909,167.91,209.42,22,4,5,5,5.0,41.50999999999999
228.3125569358178,213.595,267.645,483,83,6,6,6.0,54.04999999999998
333.2292647058824,277.985,364.27,340,63,7,7,7.0,86.28499999999997
477.9934999999999,469.39,492.155,10,3,8,8,8.0,22.764999999999986
678.7993749999999,658.02,697.05,32,6,9,9,9.0,39.02999999999997
139.73333333333335,139.615,139.845,3,1,4,4,4.0,0.22999999999998977
250.82125,247.525,252.48,8,3,6,6,6.0,4.954999999999984
223.5,222.005,224.995,2,1,6,6,6.0,2.990000000000009
364.625,363.725,365.525,2,1,7,7,7.0,1.7999999999999545
240.02,239.645,240.395,2,1,6,6,6.0,0.75
172.91375,172.225,173.705,4,1,5,5,5.0,1.4800000000000182
289.654,288.56,291.18,5,1,7,7,7.0,2.6200000000000045
94.62249999999999,85.975,103.3,14,4,3,3,3.0,17.325000000000003
231.69349056603772,213.55,266.4,53,7,6,6,6.0,52.849999999999966
345.9321296296296,332.07,357.94,54,5,7,7,7.0,25.870000000000005
181.611,160.355,201.64,20,2,5,5,5.0,41.285
302.2375,300.545,303.975,8,1,7,7,7.0,3.430000000000007
711.1025,708.875,713.33,2,1,9,9,9.0,4.455000000000041
674.9675,673.97,675.965,2,1,9,9,9.0,1.9950000000000045
646.5492857142857,643.2,650.25,7,3,9,9,9.0,7.0499999999999545
330.87227272727273,326.995,333.0,11,7,7,7,7.0,6.0049999999999955
253.66863636363635,251.18,258.215,11,2,6,6,6.0,7.034999999999968
143.4534,128.55,156.505,25,4,4,4,4.0,27.954999999999984
87.183,85.195,92.505,10,5,3,3,3.0,7.310000000000002
105.2510294117647,97.195,115.27,34,8,3,3,3.0,18.075000000000003
230.18033057851238,213.345,269.12,121,27,6,6,6.0,55.775000000000006
349.0118181818182,337.035,362.865,55,15,7,7,7.0,25.829999999999984
673.8243333333334,657.86,693.875,15,5,9,9,9.0,36.014999999999986
487.28,276.015,624.725,16,4,7,9,8.25,348.71000000000004
662.385,662.385,662.385,1,1,9,9,9.0,0.0
399.746,395.035,404.195,10,4,8,8,8.0,9.159999999999968
455.59,452.885,457.81,3,2,8,8,8.0,4.925000000000011
707.0350000000001,706.205,707.865,2,2,9,9,9.0,1.6599999999999682
103.44737354085602,85.16,115.065,257,42,3,3,3.0,29.905
144.40173076923077,126.415,161.675,52,11,4,4,4.0,35.260000000000005
186.33166666666668,165.375,209.855,27,5,5,5,5.0,44.47999999999999
231.50954005934716,212.04,269.0,337,55,6,6,6.0,56.96000000000001
345.2277155172414,303.495,366.64,116,24,7,7,7.0,63.14499999999998
439.004347826087,407.125,491.095,46,8,8,8,8.0,83.97000000000003
685.1481818181818,673.105,691.685,11,5,9,9,9.0,18.579999999999927
317.84999999999997,313.58,319.92,7,2,7,7,7.0,6.340000000000032
291.616875,288.035,295.455,8,3,7,7,7.0,7.419999999999959
477.805,476.925,478.685,2,1,8,8,8.0,1.759999999999991
409.1125,408.175,410.05,2,1,8,8,8.0,1.875
429.68875,427.195,432.435,4,1,8,8,8.0,5.240000000000009
174.0375,173.1,174.975,2,1,5,5,5.0,1.875
299.02750000000003,296.415,301.64,4,1,7,7,7.0,5.224999999999966
465.6675,464.73,466.605,2,1,8,8,8.0,1.875
418.71250000000003,414.635,422.09,6,1,8,8,8.0,7.454999999999984
267.63958333333335,263.855,272.355,12,5,6,6,6.0,8.5
103.87467672413793,84.08,115.27,232,39,3,3,3.0,31.189999999999998
140.6663793103448,126.1,155.165,29,7,4,4,4.0,29.064999999999998
188.47333333333333,183.305,195.95,6,2,5,5,5.0,12.644999999999982
232.5566791044776,212.045,257.175,134,26,6,6,6.0,45.130000000000024
338.92575,279.51,368.145,100,15,7,7,7.0,88.63499999999999
670.265652173913,660.205,687.59,23,2,9,9,9.0,27.38499999999999
849.53125,840.495,860.45,4,1,10,10,10.0,19.95500000000004
139.055,139.055,139.055,1,1,4,4,4.0,0.0
92.55999999999999,84.505,113.315,28,4,3,3,3.0,28.810000000000002
179.81714285714287,170.79,184.615,7,2,5,5,5.0,13.825000000000017
229.88728571428572,212.675,273.27,175,28,6,6,6.0,60.59499999999997
325.011,278.18,355.835,75,10,7,7,7.0,77.65499999999997
719.111875,604.965,833.195,8,2,9,10,9.5,228.23000000000002
648.9375,648.0,649.875,2,1,9,9,9.0,1.875
442.855,442.035,443.675,2,1,8,8,8.0,1.6399999999999864
624.1475,620.965,626.915,4,1,9,9,9.0,5.949999999999932
846.985,844.275,849.695,4,1,10,10,10.0,5.420000000000073
173.71285714285713,169.8,177.83,7,4,5,5,5.0,8.030000000000001
437.72,437.635,437.805,2,1,8,8,8.0,0.17000000000001592
99.13514669926651,84.98,114.985,409,57,3,3,3.0,30.004999999999995
145.48136904761904,129.335,161.99,84,17,4,4,4.0,32.655
190.71457142857145,159.265,209.755,35,11,5,5,5.0,50.49000000000001
242.5127570093458,211.975,273.955,535,77,6,6,6.0,61.97999999999999
316.72818007662835,276.105,371.755,261,36,7,7,7.0,95.64999999999998
436.2142222222222,391.245,497.5,180,28,8,8,8.0,106.255
672.9159615384615,657.64,688.52,26,4,9,9,9.0,30.879999999999995
